query_id	query	rank	doc_id	score	passage_preview	start_line
5	Gutenberg	28	29467	18.5517	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Joseph Lincoln: An Index	1
5	Gutenberg	29	29431	18.5510	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Rafael Sabatini: An Index	1
5	Gutenberg	30	58573	18.5415	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Leonid Andreyev	1
5	Gutenberg	31	59361	18.5383	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Aldous Huxley	1
5	Gutenberg	32	59570	18.5374	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Charles Bradlaugh	1
5	Gutenberg	33	59785	18.5360	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of James Joyce	1
5	Gutenberg	34	57703	18.5334	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Vaughan Kester	1
5	Gutenberg	35	58195	18.5312	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Edna Ferber	1
5	Gutenberg	36	59194	18.5278	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Alexander Pushkin	1
5	Gutenberg	37	58272	18.5274	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Aleksandr Pushkin	1
5	Gutenberg	38	59393	18.5219	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Herbert Spencer	1
5	Gutenberg	39	59671	18.5202	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Bram Stoker	1
5	Gutenberg	40	59706	18.5146	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Stephen Crane	1
5	Gutenberg	41	58329	18.5126	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Oscar Wilde	1
5	Gutenberg	42	59507	18.5110	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Gustave Flaubert	1
5	Gutenberg	43	59767	18.5079	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of William Wood	1
5	Gutenberg	44	59163	18.5073	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Francis Bacon	1
5	Gutenberg	45	57721	18.5070	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Booth Tarkington	1
5	Gutenberg	46	59786	18.5063	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Cornelius Tacitus	1
5	Gutenberg	47	59196	18.5059	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Fyodor Dostoevsky	1
5	Gutenberg	48	57694	18.5054	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Coningsby Dawson	1
5	Gutenberg	49	59408	18.5052	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Ralph Connor	1
5	Gutenberg	50	58382	18.5038	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Hugh Walpole	1
5	Gutenberg	51	58905	18.5029	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of August Strindberg	1
5	Gutenberg	52	59164	18.5024	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of George Gibbs	1
5	Gutenberg	53	59637	18.5021	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of O. Henry	1
5	Gutenberg	54	57716	18.5019	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Samuel Merwin	1
5	Gutenberg	55	58807	18.4984	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Ambrose Bierce	1
5	Gutenberg	56	58777	18.4981	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of George Eliot	1
5	Gutenberg	57	58439	18.4973	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Stephen Leacock	1
5	Gutenberg	58	57706	18.4953	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Henry Lawson	1
5	Gutenberg	59	58025	18.4898	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Friedrich Nietzsche	1
5	Gutenberg	60	59461	18.4890	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Jack London	1
5	Gutenberg	61	59024	18.4887	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Arthur Schopenhauer	1
5	Gutenberg	62	59669	18.4877	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Frederic Remington	1
5	Gutenberg	63	58993	18.4870	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of John Burroughs	1
5	Gutenberg	64	57686	18.4869	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Robert Barr	1
5	Gutenberg	65	58845	18.4869	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Alexander Pope	1
5	Gutenberg	66	59614	18.4860	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Christopher Morley	1
5	Gutenberg	67	59111	18.4841	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Lewis Carroll	1
5	Gutenberg	68	58843	18.4818	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Walt Whitman	1
5	Gutenberg	69	58440	18.4743	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Amelia Barr	1
5	Gutenberg	70	59123	18.4739	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Robert Browning	1
5	Gutenberg	71	57684	18.4731	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Irving Bacheller	1
5	Gutenberg	72	58182	18.4679	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Thomas Dixon	1
5	Gutenberg	73	58302	18.4670	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Baroness Orczy	1
5	Gutenberg	74	59280	18.4616	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Nathaniel Hawthorne	1
5	Gutenberg	75	58739	18.4577	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Benjamin Disraeli	1
5	Gutenberg	76	59228	18.4552	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Anatole France	1
5	Gutenberg	77	58646	18.4495	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Edmund Burke	1
5	Gutenberg	78	59023	18.4494	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Immanuel Kant	1
5	Gutenberg	79	59508	18.4480	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of the Brothers Grimm	1
5	Gutenberg	80	59195	18.4459	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Leon Tolstoy	1
5	Gutenberg	81	58029	18.4455	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Oliver Goldsmith	1
5	Gutenberg	82	59708	18.4430	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Jonathan Swift	1
5	Gutenberg	83	59300	18.4360	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Bret Harte	1
5	Gutenberg	84	58075	18.4346	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Arnold Bennett	1
5	Gutenberg	85	58064	18.4337	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Grant Allen	1
5	Gutenberg	86	58478	18.4085	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Anthony Hope	1
5	Gutenberg	87	59766	18.4000	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Bayard Taylor	1
5	Gutenberg	88	59670	18.3977	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Upton Sinclair	1
5	Gutenberg	89	58089	18.3882	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Wilkie Collins	1
5	Gutenberg	90	58676	18.3870	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Benjamin Franklin	1
5	Gutenberg	91	57702	18.3854	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Victor Hugo	1
5	Gutenberg	92	59462	18.3814	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Henry James	1
5	Gutenberg	93	59540	18.3706	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of John McElroy	1
5	Gutenberg	94	59391	18.3670	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Bertrand Russell	1
5	Gutenberg	95	58825	18.3521	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Jonathan Swift	1
5	Gutenberg	96	58249	18.3482	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Henry Fielding	1
5	Gutenberg	97	59146	18.3408	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of George Cruikshank	1
5	Gutenberg	98	58477	18.3372	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Herman Melville	1
5	Gutenberg	99	59122	18.3323	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Lord Byron	1
5	Gutenberg	100	59359	18.3270	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Fergus Hume	1
6	Dornröschen	1	61708	16.1552	werden. Dornröschen. Nach den Vorstellungen mußte oft bis vier Uhr Morgens	2229
6	Dornröschen	2	35116	14.5002	little Dornröschen who had retired to her solitude, and was dreaming of	4524
6	Dornröschen	3	28100	14.2960	Ansicht entsprechen, beispielsweise unser allerliebstes Dornröschen.	2144
6	Dornröschen	4	42900	13.8201	Dornröschen	106
6	Dornröschen	5	63465	13.7770	Das Dornröschen.	7438
6	Dornröschen	6	19716	13.6962	3. Dornröschen.	1920
6	Dornröschen	7	30038	13.2357	DORNRÖSCHEN	792
6	Dornröschen	8	22160	12.9733	{Section VII.} Musik, Dornröschen etc.......................... 143	211
6	Dornröschen	9	35547	12.6582	willst, so mache ich das Dornröschen im Schloß, und du kommst mich	765
6	Dornröschen	10	62670	11.8680	Nr. 1. =Dornröschen=, gez. v. J. Diez, München	679
6	Dornröschen	11	31281	10.5523	88. Dornröschen.	4046
6	Dornröschen	12	30269	10.5283	ought not to be. They did not long believe in Dornröschen and	1483
6	Dornröschen	13	71976	10.3874	miterlebt haben? Es bestehen Pläne, auch dieses Dornröschen aus langem	449
6	Dornröschen	14	40801	10.1263	elé: mintha a Dornröschen kastélya előtt állapodtak volna meg. Sehol,	289
6	Dornröschen	15	60684	10.0120	Dornröschen und dem Ritter Blaubart im dunklen Waldesgrund.	2485
6	Dornröschen	16	70560	9.8466	Wein darum und legte mich mit geschlossenen Augen ins Gras. Dornröschen	1369
6	Dornröschen	17	65600	9.7617	Teich ein weltvergessenes Waldmärchen. Ein grünlockiges Dornröschen,	2629
6	Dornröschen	18	45661	9.7384	Erfolg gefunden. Denn an die hundertjährigen Hecken, die das Dornröschen	333
6	Dornröschen	19	27254	9.6435	der Tat, sie ist märchenhaft: ein Dornröschen, durch das reine Streben	96
6	Dornröschen	20	39782	9.5130	Dornröschen, which in English we call The Sleeping Beauty, where the	775
6	Dornröschen	21	54738	9.4836	Elise, von uns das Dornröschen genannt, im Russischen übte.	4391
6	Dornröschen	22	46550	9.3560	Resultat anging, ebensogut vom Dornröschen hätten besetzt sein können,	398
6	Dornröschen	23	50444	9.2418	ebensogut vor das schlafende Schloß der Prinzeß Dornröschen kommen	1309
6	Dornröschen	24	66573	9.1910	von Dornröschen findet, die von Rosenduft und Morgentau zu leben glauben,	1576
6	Dornröschen	25	69797	9.0815	aufgepflanzt, vornean der Lautenspieler, blond wie Dornröschen und das	602
6	Dornröschen	26	60579	8.6724	gewesen, der so bekannte Weltmärchen wie »Dornröschen«, »Blaubart«,	3858
6	Dornröschen	27	48127	8.2387	vom Dornröschen an, aber der böse Sandmann kam und streute so viel Sand	2045
6	Dornröschen	28	50888	8.1890	liegen, bis endlich ein erwachsendes Dornröschen, eine junge, wenig	4849
6	Dornröschen	29	68401	8.1677	farbige Vervielfältigung nach einer Originalzeichnung „Dornröschen	2220
6	Dornröschen	30	61833	8.0982	Darstellungen aus dem Märchen (Dornröschen) und der Sage (Barbarossa)	3056
6	Dornröschen	31	64466	7.7450	zurück. Die Mutter erzählte gerade die Geschichte vom Dornröschen, er	5653
6	Dornröschen	32	51901	7.7430	mir den Weg zur Prinzeß Dornröschen gebahnt hatte -- war eine Lüge! Mit	5084
6	Dornröschen	33	31099	7.3242	when on stable duty, allowed Dornröschen to get caught in her chain.	1408
6	Dornröschen	34	46204	7.3095	Erfolg gehabt. Denn an die hundertjährigen Hecken, die das Dornröschen von	1229
6	Dornröschen	35	12012	7.2246	Kindermärchen vom Dornröschen wird hievon gesungen und gesagt. Denn wenn	1717
6	Dornröschen	36	66391	7.1261	Schneewitschen, Der Rattenfänger von Hamlin, Dornröschen, and all the	3300
6	Dornröschen	37	71774	6.9809	Dornröschen; Marienkind.	6630
6	Dornröschen	38	15070	6.9319	Leben im Mutterschoß wie Dornröschen in den Hecken, bis ein einziger	408
6	Dornröschen	39	18947	6.6437	_Dornröschen_, or the Sleeping Beauty, there are twelve good fays;	6199
6	Dornröschen	40	42286	6.4932	Dornröschen népe, s csak Viktor ketyegett, mint egy ócska falióra: a kis	10251
6	Dornröschen	41	49395	6.4358	Frau Dornröschen. M. 3.--.	8263
6	Dornröschen	42	45936	6.3517	Dornröschen hat sicherlich darauf Bezug, und ich wüßte nicht, was diese	2107
6	Dornröschen	43	28938	6.2119	Dornröschen, ein selig Erwachen. Ich, dein Sohn, bin dein Ritter. Ich will	1399
6	Dornröschen	44	29634	6.1416	"1895. April 13. Introduction to opera ""Dornröschen."" Boston, Mass."	10428
6	Dornröschen	45	68883	6.0034	ein Wachsfigurencabinet, in welchem z. B. Dornröschen, von einem	5728
6	Dornröschen	46	2779	5.9560	Dornröschen, die darauf warten, von der Barmherzigkeit und	4692
6	Dornröschen	47	5724	5.9475	into Dornröschen, the Sleeping Beauty of our children's tales.	8067
6	Dornröschen	48	62673	5.9301	so wie Dornröschen in ihrem moosgrünen Bett,	14778
6	Dornröschen	49	62473	5.7789	álmot aludtak, de uj életre keltek s a Dornröschen bennük rejlett örök	5512
6	Dornröschen	50	38502	5.7029	Dornröschen schlummert. Aber als des Jahres letzte Henkerstündlein	3644
6	Dornröschen	51	16248	5.5668	followed in 1902 by 'Dornröschen,' another fairy play accompanied by	7609
6	Dornröschen	52	49199	5.4011	Dornröschen dar, wie der Prinz es gerade wachküßt, das schenkte sie ihm.	766
6	Dornröschen	53	63498	5.3660	auch das verborgene Veilchen und das Dornröschen in der Wildniß.	11724
6	Dornröschen	54	49083	5.3436	vom schlafenden Dornröschen zu Grunde gelegt, und lasse vier schnurrige	8072
6	Dornröschen	55	60500	4.9709	Busens. Sein Lippenpaar ist auch so ein Dornröschen, so knospend, so	11854
6	Dornröschen	56	43393	4.9647	Dornröschen herself, but her money-bags from the spell.  Well, the	8154
6	Dornröschen	57	13814	4.9396	briar round the beautiful maiden (hence named Dornröschen) when the	1114
6	Dornröschen	58	56769	4.9381	Dornröschen selbst, sondern ihre Geldsäcke aus dem Zauberbanne erlöst?	9386
6	Dornröschen	59	47584	4.3937	cocinero del cuento de Dornröschen, lo primero que hizo al despertarse	8651
6	Dornröschen	60	53856	4.3740	Da schlief Dornröschen, die schöne Prinzessin, hinter dem Zauber der	12403
6	Dornröschen	61	30211	4.2277	cuisinier du conte de Dornröschen, la première chose qu'elle fit en se	9016
6	Dornröschen	62	16301	4.1542	klang, von Schneewittchen und Dornröschen erzählend oder von der kleinen	632
6	Dornröschen	63	24782	4.0716	Schlummer geschlossenen Augen auf, wie die Prinzessin Dornröschen im	13605
6	Dornröschen	64	54392	4.0669	has produced several other fairy operas, such as “Dornröschen,” “Die	14968
6	Dornröschen	65	5314	2.6251	50 Little Briar-Rose (Dornröschen)	91
6	Dornröschen	66	25545	2.0557	"""Dornröschen,"" and the more literal"	11958
6	Dornröschen	67	10223	0.8879	Volksgesang und Dornröschen (in der Berliner Nationalgalerie)	62943
